CODIGO,NOME,DOCUMENTO,CEP,CPF_SOCIO
12029701539713,Josué da Cruz,19032456000161,58798810,74639825056
25052182457168,Sra. Rafaela Jesus,75309861000155,12591817,05372941634
25052182457168,Sra. Rafaela Jesus,75309861000155,12591817,54182360915
42813425057109,Eduarda Pereira,87942503000164,05233854,48296753146
42813425057109,Eduarda Pereira,87942503000164,05233854,07513842671
38816648438276,Yuri Nunes,09786415000107,99698852,96341275099
38816648438276,Yuri Nunes,09786415000107,99698852,47209168567
12730961103054,Thomas Rezende,49617530000172,85469218,03624519743
12730961103054,Thomas Rezende,49617530000172,85469218,29034685756
72553221570750,Apollo Abreu,74106325000190,93135440,25604391743
72553221570750,Apollo Abreu,74106325000190,93135440,41258390698
50979912141795,Bento Camargo,64901528000114,68858270,82054963747
50979912141795,Bento Camargo,64901528000114,68858270,54629173846
21093416857799,Vitor da Costa,17390465000107,90186004,12394576855
21093416857799,Vitor da Costa,17390465000107,90186004,05193867448
21093416857799,Vitor da Costa,17390465000107,90186004,24735198628
77317965261296,Helena Costa,12634057000121,49554061,73290148696
77317965261296,Helena Costa,12634057000121,49554061,63015479857
33010895716240,Davi Lucas da Paz,76835041000160,59555842,87541309648
33010895716240,Davi Lucas da Paz,76835041000160,59555842,63107248517
33010895716240,Davi Lucas da Paz,76835041000160,59555842,10538762462
71133333842638,Ana Clara Mendes,42980315000192,96734132,36820749104
71133333842638,Ana Clara Mendes,42980315000192,96734132,18635027426
71133333842638,Ana Clara Mendes,42980315000192,96734132,75634910234
71133333842638,Ana Clara Mendes,42980315000192,96734132,57809216449
36013771009298,Bárbara Peixoto,26513749000126,68295528,12345769882
36013771009298,Bárbara Peixoto,26513749000126,68295528,69137402552
97479431513169,Esther Santos,71485320000127,92542522,75382914664
97479431513169,Esther Santos,71485320000127,92542522,64279803196
97479431513169,Esther Santos,71485320000127,92542522,76982345092
97479431513169,Esther Santos,71485320000127,92542522,30976481278
66805654258572,Emanuel Sá,12864973000158,30705189,58174239600
66805654258572,Emanuel Sá,12864973000158,30705189,07513842671
66805654258572,Emanuel Sá,12864973000158,30705189,27514680390
55486455639190,Lara Novaes,12978036000123,72369060,68752013480
55486455639190,Lara Novaes,12978036000123,72369060,27890465149
48694608796792,Davi da Mata,95621780000101,77931960,06459827176
48694608796792,Davi da Mata,95621780000101,77931960,09274381514
78880655160615,Isabel da Rocha,05167498000103,09477418,20357681959
78880655160615,Isabel da Rocha,05167498000103,09477418,24891763582
55354644506305,Pietro Dias,91326840000102,26326794,73598214014
55354644506305,Pietro Dias,91326840000102,26326794,34619780278
20487388721332,Srta. Sarah Garcia,15639427000101,45546617,57610894249
20487388721332,Srta. Sarah Garcia,15639427000101,45546617,03827614562
16983294487215,Aurora Fogaça,71409362000189,80208768,81467320978
16983294487215,Aurora Fogaça,71409362000189,80208768,75198362077
16983294487215,Aurora Fogaça,71409362000189,80208768,82431957691
62851044479254,João Vitor Carvalho,98150237000153,07434709,38197206422
62851044479254,João Vitor Carvalho,98150237000153,07434709,94703182696
73354227919329,Luna Correia,16257309000100,62557308,21643509870
73354227919329,Luna Correia,16257309000100,62557308,80521936721
73354227919329,Luna Correia,16257309000100,62557308,20357681959
33004870541468,Arthur Macedo,47520839000114,83175353,95871236464
33004870541468,Arthur Macedo,47520839000114,83175353,70628439547
33004870541468,Arthur Macedo,47520839000114,83175353,32457086108
33004870541468,Arthur Macedo,47520839000114,83175353,53986742182
33004870541468,Arthur Macedo,47520839000114,83175353,57608194294
33004870541468,Arthur Macedo,47520839000114,83175353,69752413099
87470640835097,Oliver Marques,21435860000128,94213753,06879134548
87470640835097,Oliver Marques,21435860000128,94213753,82763405983
87470640835097,Oliver Marques,21435860000128,94213753,79824560300
98862063404080,Dra. Lara Castro,42735901000171,40681520,86517492011
98862063404080,Dra. Lara Castro,42735901000171,40681520,73054961206
73268798117173,Isadora Fernandes,62184903000127,56322825,38725149032
73268798117173,Isadora Fernandes,62184903000127,56322825,60937148539
89912686217387,Liam Nunes,69582037000171,17036202,58493106739
89912686217387,Liam Nunes,69582037000171,17036202,26085314744
46851415173340,Apollo Gonçalves,79246805000170,02026688,87403952600
46851415173340,Apollo Gonçalves,79246805000170,02026688,14529863719
20457560707428,Sr. Benjamin Borges,92586403000182,75961647,68790352130
20457560707428,Sr. Benjamin Borges,92586403000182,75961647,49863015270
20457560707428,Sr. Benjamin Borges,92586403000182,75961647,25046871920
73629871244084,Joana Aparecida,61580429000190,99090895,02651893498
73629871244084,Joana Aparecida,61580429000190,99090895,29871406304
47665039229729,Theo Novais,17594328000186,49192668,12648937528
47665039229729,Theo Novais,17594328000186,49192668,52861790377
47665039229729,Theo Novais,17594328000186,49192668,64279803196
47665039229729,Theo Novais,17594328000186,49192668,04752638126
47665039229729,Theo Novais,17594328000186,49192668,19236740804
42986431570407,Clarice Campos,50149273000170,34218647,67852049176
42986431570407,Clarice Campos,50149273000170,34218647,72683451008
96000209593713,Dr. Lorenzo da Cruz,98572406000143,72116052,98504732665
96000209593713,Dr. Lorenzo da Cruz,98572406000143,72116052,67451302970
91414074802935,Bruno Casa Grande,69287031000171,66319707,96384107520
91414074802935,Bruno Casa Grande,69287031000171,66319707,48719560320
91414074802935,Bruno Casa Grande,69287031000171,66319707,49623107552
50863156163219,Ana Liz da Mota,37409568000170,78260122,24691508333
50863156163219,Ana Liz da Mota,37409568000170,78260122,26870913404
50863156163219,Ana Liz da Mota,37409568000170,78260122,07134295850
50863156163219,Ana Liz da Mota,37409568000170,78260122,02847915397
18785906061364,Mariana Pacheco,09413678000170,74241535,82369147040
18785906061364,Mariana Pacheco,09413678000170,74241535,89734015214
55095924348826,Dr. Igor Novais,83501694000178,71365392,06175842901
55095924348826,Dr. Igor Novais,83501694000178,71365392,79683215491
55095924348826,Dr. Igor Novais,83501694000178,71365392,02975316895
55095924348826,Dr. Igor Novais,83501694000178,71365392,32176409507
67297237188726,Sr. Arthur Gabriel Novais,76130429000165,49837269,04861752949
67297237188726,Sr. Arthur Gabriel Novais,76130429000165,49837269,35092784105
67297237188726,Sr. Arthur Gabriel Novais,76130429000165,49837269,09314862704
67297237188726,Sr. Arthur Gabriel Novais,76130429000165,49837269,52038471932
67297237188726,Sr. Arthur Gabriel Novais,76130429000165,49837269,06273519480
23067666341870,Benício Almeida,31572906000104,53681205,81950742601
23067666341870,Benício Almeida,31572906000104,53681205,64235719882
23067666341870,Benício Almeida,31572906000104,53681205,18940532651
27817213555970,Juan Freitas,08297361000153,40838998,26894371040
27817213555970,Juan Freitas,08297361000153,40838998,84605319298
52514168659229,Anthony Oliveira,79305241000107,79652706,80325416753
52514168659229,Anthony Oliveira,79305241000107,79652706,12830596730
52514168659229,Anthony Oliveira,79305241000107,79652706,14279053804
22760444155336,Luiz Felipe Viana,48706952000151,03156233,69874125020
22760444155336,Luiz Felipe Viana,48706952000151,03156233,36201974822
57761062468646,Danilo Duarte,12704389000135,56257549,19475623809
57761062468646,Danilo Duarte,12704389000135,56257549,36907412896
57761062468646,Danilo Duarte,12704389000135,56257549,38290415788
70698610123515,Melina Leão,73865149000107,81619136,31457862026
70698610123515,Melina Leão,73865149000107,81619136,42765301999
38326777182996,Evelyn Castro,82957406000121,86971142,57082369492
38326777182996,Evelyn Castro,82957406000121,86971142,56987401276
65400187740399,João Vieira,46258170000171,15718043,02168739404
65400187740399,João Vieira,46258170000171,15718043,28504761371
65400187740399,João Vieira,46258170000171,15718043,03769148584
22333139210427,Juan Araújo,23605741000100,66093540,30721854680
22333139210427,Juan Araújo,23605741000100,66093540,78132594673
27796776840669,Josué Caldeira,78259614000180,20901503,12470583950
27796776840669,Josué Caldeira,78259614000180,20901503,12856794319
27796776840669,Josué Caldeira,78259614000180,20901503,41278056920
27796776840669,Josué Caldeira,78259614000180,20901503,31206548924
27796776840669,Josué Caldeira,78259614000180,20901503,29185634042
21618580677794,Marcelo Santos,16304825000130,89037187,75231864919
21618580677794,Marcelo Santos,16304825000130,89037187,15697043848
34509406975812,Mariane Almeida,05643918000172,60951645,43160928713
34509406975812,Mariane Almeida,05643918000172,60951645,64712583053
34509406975812,Mariane Almeida,05643918000172,60951645,85792610312
34509406975812,Mariane Almeida,05643918000172,60951645,19234780604
77451166811646,Srta. Jade Sousa,43891065000187,89990154,81306245753
77451166811646,Srta. Jade Sousa,43891065000187,89990154,90786251395
75400827602494,Oliver Gomes,54718306000107,93077551,09138527677
75400827602494,Oliver Gomes,54718306000107,93077551,03914268778
56828502537331,Matheus Marques,69832710000184,22347346,79824560300
56828502537331,Matheus Marques,69832710000184,22347346,57081342914
96644537305408,Renan Marques,21530764000169,14019055,92758143097
96644537305408,Renan Marques,21530764000169,14019055,76928053429
85542874890238,Emanuelly Montenegro,92457680000195,12927321,60835219470
85542874890238,Emanuelly Montenegro,92457680000195,12927321,48792563074
32995146725176,Alexia Fernandes,15207468000129,22046380,46291358042
32995146725176,Alexia Fernandes,15207468000129,22046380,18675493010
32995146725176,Alexia Fernandes,15207468000129,22046380,58176243035
20354532270052,Sr. Heitor Pastor,97432158000172,03510676,78054192649
20354532270052,Sr. Heitor Pastor,97432158000172,03510676,73160895475
20354532270052,Sr. Heitor Pastor,97432158000172,03510676,06175842901
68376018295156,Alana Correia,60753481000138,67691207,54679182300
68376018295156,Alana Correia,60753481000138,67691207,27693158030
68376018295156,Alana Correia,60753481000138,67691207,53986742182
58702568372961,Enzo Vieira,48536912000109,18686086,79034518205
58702568372961,Enzo Vieira,48536912000109,18686086,12694387519
58959430912576,Augusto Pacheco,10294865000161,65916460,89734015214
58959430912576,Augusto Pacheco,10294865000161,65916460,93142675809
58959430912576,Augusto Pacheco,10294865000161,65916460,24607185949
58959430912576,Augusto Pacheco,10294865000161,65916460,30596471866
56198496944788,Rhavi Sales,39576204000100,58100797,51742830960
56198496944788,Rhavi Sales,39576204000100,58100797,46237895191
88430080143101,Sr. Caio Rios,87410635000145,68658273,36820749104
88430080143101,Sr. Caio Rios,87410635000145,68658273,54081376271
41898879124600,Sra. Maria Liz Vargas,09574831000141,92290288,59604138251
41898879124600,Sra. Maria Liz Vargas,09574831000141,92290288,76135890212
59732565415834,Alana Macedo,18962043000113,80544665,32715964846
59732565415834,Alana Macedo,18962043000113,80544665,91532708432
32230569692538,Mateus Camargo,80349165000102,85508805,97086451258
32230569692538,Mateus Camargo,80349165000102,85508805,52674183071
32230569692538,Mateus Camargo,80349165000102,85508805,90321647599
32230569692538,Mateus Camargo,80349165000102,85508805,28690315489
32230569692538,Mateus Camargo,80349165000102,85508805,49651083298
87154832723145,Ágatha Teixeira,85174603000162,51677309,89605247356
87154832723145,Ágatha Teixeira,85174603000162,51677309,49257306143
30734123100508,Maria Helena da Rosa,46510293000158,43465410,67451302970
30734123100508,Maria Helena da Rosa,46510293000158,43465410,94321860598
30734123100508,Maria Helena da Rosa,46510293000158,43465410,94856213709
30734123100508,Maria Helena da Rosa,46510293000158,43465410,25046871920
30734123100508,Maria Helena da Rosa,46510293000158,43465410,05132894615
85475617782795,Lara Pinto,09214576000126,94874244,32846015970
85475617782795,Lara Pinto,09214576000126,94874244,56298104305
85475617782795,Lara Pinto,09214576000126,94874244,94021736506
31455311052495,Sr. Vicente Monteiro,80517964000140,39033773,14297086387
31455311052495,Sr. Vicente Monteiro,80517964000140,39033773,74209138622
31455311052495,Sr. Vicente Monteiro,80517964000140,39033773,54182360915
45073235931347,Larissa da Costa,65274391000188,58854610,67180259411
45073235931347,Larissa da Costa,65274391000188,58854610,94560721343
45073235931347,Larissa da Costa,65274391000188,58854610,80397461593
62830308375314,Thomas Sales,89061743000185,87445527,64501897384
62830308375314,Thomas Sales,89061743000185,87445527,96142853033
59945490753156,Letícia Gonçalves,65789342000188,62771474,73521409643
59945490753156,Letícia Gonçalves,65789342000188,62771474,95417628085
59945490753156,Letícia Gonçalves,65789342000188,62771474,68752013480
46230464438575,Sr. João Albuquerque,16724890000114,46041279,72685409149
46230464438575,Sr. João Albuquerque,16724890000114,46041279,13682957030
69222763771061,Maria Eduarda Costa,71384259000121,71011304,34702896547
69222763771061,Maria Eduarda Costa,71384259000121,71011304,02618459776
82175068811521,Ana Abreu,39280145000129,03282476,07148325617
82175068811521,Ana Abreu,39280145000129,03282476,50287146901
98965529183171,Liam Lima,87513062000185,60040458,53084971250
98965529183171,Liam Lima,87513062000185,60040458,63195248719
98965529183171,Liam Lima,87513062000185,60040458,02651893498
13248730583327,Heloísa Pacheco,39567104000118,80205600,70163945810
13248730583327,Heloísa Pacheco,39567104000118,80205600,10739548620
40701392439342,Lucas Gabriel Martins,82174560000127,41564725,10862973422
40701392439342,Lucas Gabriel Martins,82174560000127,41564725,06821735417
40701392439342,Lucas Gabriel Martins,82174560000127,41564725,60172859476
61971730475352,André Peixoto,72630915000191,17468569,74925368010
61971730475352,André Peixoto,72630915000191,17468569,81950742601
61971730475352,André Peixoto,72630915000191,17468569,96370184500
50014300979281,Otto Sá,21048739000143,44446291,65749023125
50014300979281,Otto Sá,21048739000143,44446291,87920341523
50014300979281,Otto Sá,21048739000143,44446291,71426598076
28832676845282,Pedro Miguel Ferreira,75134809000105,41458547,02153798612
28832676845282,Pedro Miguel Ferreira,75134809000105,41458547,24691508333
48832822016511,Srta. Ana Lívia Câmara,29537048000115,75518982,91465378057
48832822016511,Srta. Ana Lívia Câmara,29537048000115,75518982,53782460910
48832822016511,Srta. Ana Lívia Câmara,29537048000115,75518982,42678031969
88821106685830,Maria Clara Araújo,30198576000176,30227509,19563247809
88821106685830,Maria Clara Araújo,30198576000176,30227509,12830596730
88821106685830,Maria Clara Araújo,30198576000176,30227509,21973604850
88821106685830,Maria Clara Araújo,30198576000176,30227509,02678139530
54057720996144,Marcos Vinicius Lima,38701945000103,31150856,48051672380
54057720996144,Marcos Vinicius Lima,38701945000103,31150856,64712583053
54057720996144,Marcos Vinicius Lima,38701945000103,31150856,14506738993
78325210925297,Melissa Aparecida,32908651000170,57559679,14297086387
78325210925297,Melissa Aparecida,32908651000170,57559679,96504821305
78325210925297,Melissa Aparecida,32908651000170,57559679,71238405932
50765554742209,Sr. Gustavo Henrique Costa,53960271000155,86925534,83206475171
50765554742209,Sr. Gustavo Henrique Costa,53960271000155,86925534,57038162977
50765554742209,Sr. Gustavo Henrique Costa,53960271000155,86925534,42679813537
50765554742209,Sr. Gustavo Henrique Costa,53960271000155,86925534,17592843609
50765554742209,Sr. Gustavo Henrique Costa,53960271000155,86925534,21564738035
44478607546235,Ravy Vasconcelos,79421650000160,19627449,93142675809
44478607546235,Ravy Vasconcelos,79421650000160,19627449,37491268528
56749333872496,Milena Ribeiro,73190642000174,29546444,71639480269
56749333872496,Milena Ribeiro,73190642000174,29546444,57328096195
90104314340154,Otávio Ferreira,79814302000153,64390482,08463712517
90104314340154,Otávio Ferreira,79814302000153,64390482,71483962040
98480930972950,Zoe Camargo,86924530000141,99003298,23195864746
98480930972950,Zoe Camargo,86924530000141,99003298,42601358998
53268069354994,Ana Cecília Silveira,52308764000142,73436730,30754961206
53268069354994,Ana Cecília Silveira,52308764000142,73436730,18635027426
53268069354994,Ana Cecília Silveira,52308764000142,73436730,67841523955
55127092250657,Luana Ferreira,12345609000181,41524497,73160895475
55127092250657,Luana Ferreira,12345609000181,41524497,92754863109
45125562996311,Mariah Rodrigues,25483609000190,63702351,71890246549
45125562996311,Mariah Rodrigues,25483609000190,63702351,67859423065
45125562996311,Mariah Rodrigues,25483609000190,63702351,74396150857
42442728344111,Oliver Rios,37526019000186,25533356,46958170393
42442728344111,Oliver Rios,37526019000186,25533356,31092548750
92703374259010,Sr. Lorenzo Cavalcanti,37524089000103,95892930,05642387910
92703374259010,Sr. Lorenzo Cavalcanti,37524089000103,95892930,57081342914
99522385836267,Mariane Ramos,62975841000171,67000814,89065723102
99522385836267,Mariane Ramos,62975841000171,67000814,78529036492
69783825204436,Oliver da Paz,31729084000122,84940702,49018376566
69783825204436,Oliver da Paz,31729084000122,84940702,69381520712
70463990730666,Bruna Rios,96174205000162,76938793,97621403896
70463990730666,Bruna Rios,96174205000162,76938793,26453089700
70463990730666,Bruna Rios,96174205000162,76938793,40956713270
70463990730666,Bruna Rios,96174205000162,76938793,27514680390
70463990730666,Bruna Rios,96174205000162,76938793,05641379280
28237462341183,Ágatha da Luz,35984106000151,18381425,10524637970
28237462341183,Ágatha da Luz,35984106000151,18381425,19628573446
84323849192095,Alexandre da Conceição,85643027000155,80418268,72356014853
84323849192095,Alexandre da Conceição,85643027000155,80418268,07853291450
84323849192095,Alexandre da Conceição,85643027000155,80418268,23468091796
84323849192095,Alexandre da Conceição,85643027000155,80418268,07134295850
84112279960854,Ana Sophia Silva,53912840000197,57003124,31809427622
84112279960854,Ana Sophia Silva,53912840000197,57003124,84372615973
88052254929443,Igor Fonseca,59614237000105,23406906,61540782344
88052254929443,Igor Fonseca,59614237000105,23406906,82104536707
88052254929443,Igor Fonseca,59614237000105,23406906,21503748626
77294937658993,Liz da Costa,13964807000196,33976945,61590784375
77294937658993,Liz da Costa,13964807000196,33976945,58720469365
43000490732840,Dr. Pedro Miguel Rodrigues,36059718000109,07878641,63219748546
43000490732840,Dr. Pedro Miguel Rodrigues,36059718000109,07878641,39041758666
43000490732840,Dr. Pedro Miguel Rodrigues,36059718000109,07878641,42635078947
43000490732840,Dr. Pedro Miguel Rodrigues,36059718000109,07878641,60394125770
98508089766864,Evelyn Lima,10359276000114,09075201,43751896066
98508089766864,Evelyn Lima,10359276000114,09075201,46028351989
29273762913084,Fernando Cardoso,04516873000102,82405269,49567283010
29273762913084,Fernando Cardoso,04516873000102,82405269,37491056261
29273762913084,Fernando Cardoso,04516873000102,82405269,31729560407
29273762913084,Fernando Cardoso,04516873000102,82405269,64251839773
78351151021340,Theo Pacheco,37519824000182,41264101,16935247837
78351151021340,Theo Pacheco,37519824000182,41264101,94386051260
78351151021340,Theo Pacheco,37519824000182,41264101,81296357040
87123268830370,Erick Barbosa,65319840000167,44609068,16508294776
87123268830370,Erick Barbosa,65319840000167,44609068,65417308900
87123268830370,Erick Barbosa,65319840000167,44609068,96384107520
96758445450322,Maitê da Mata,04836952000109,86982890,57206934838
96758445450322,Maitê da Mata,04836952000109,86982890,94021736506
96758445450322,Maitê da Mata,04836952000109,86982890,39825410698
47971680373028,Thomas Guerra,08261475000143,15372108,42635078947
47971680373028,Thomas Guerra,08261475000143,15372108,65179230470
29247926184859,Apollo Gomes,41067829000199,89658489,15642309889
29247926184859,Apollo Gomes,41067829000199,89658489,32809164703
56612629973928,Lavínia Ferreira,85374296000163,90468213,27591480332
56612629973928,Lavínia Ferreira,85374296000163,90468213,39041758666
37423701913483,Olívia Martins,37408162000173,55035421,74369205107
37423701913483,Olívia Martins,37408162000173,55035421,51639278095
37423701913483,Olívia Martins,37408162000173,55035421,75386921428
37423701913483,Olívia Martins,37408162000173,55035421,41683702590
21610512556833,João Felipe da Rosa,34829765000150,60965820,37062415952
21610512556833,João Felipe da Rosa,34829765000150,60965820,70128645326
44490623344341,Yasmin da Cruz,13695478000125,56326924,24361095833
44490623344341,Yasmin da Cruz,13695478000125,56326924,74369205107
44490623344341,Yasmin da Cruz,13695478000125,56326924,58769421030
43087550215696,Ana Carolina Fonseca,29418357000176,68931319,32157480960
43087550215696,Ana Carolina Fonseca,29418357000176,68931319,50173468217
72780117183360,Calebe da Mata,45631902000164,35338442,60172859476
72780117183360,Calebe da Mata,45631902000164,35338442,47261503835
52603460678457,Alana Mendes,68315290000104,97563397,89071642313
52603460678457,Alana Mendes,68315290000104,97563397,83791205668
52603460678457,Alana Mendes,68315290000104,97563397,54283601942
56393420118275,Augusto Sampaio,06735142000183,26973166,45389021606
56393420118275,Augusto Sampaio,06735142000183,26973166,69812437509
56393420118275,Augusto Sampaio,06735142000183,26973166,19563247809
56393420118275,Augusto Sampaio,06735142000183,26973166,82104536707
71522910849336,Sra. Luna Sampaio,52603481000123,97902857,84309271669
71522910849336,Sra. Luna Sampaio,52603481000123,97902857,09256834189
46887547384162,Davi Lucca da Mata,39548760000173,69207313,30754961206
46887547384162,Davi Lucca da Mata,39548760000173,69207313,96530821759
55845803216612,Dom Albuquerque,74829360000137,47044527,42901865720
55845803216612,Dom Albuquerque,74829360000137,47044527,19743265007
55845803216612,Dom Albuquerque,74829360000137,47044527,58074123626
76412434368463,Yan Borges,03418952000118,75581294,42893076556
76412434368463,Yan Borges,03418952000118,75581294,96341850298
76412434368463,Yan Borges,03418952000118,75581294,52873164026
76412434368463,Yan Borges,03418952000118,75581294,92631704525
76412434368463,Yan Borges,03418952000118,75581294,02153798612
51996293648143,Melina Cavalcanti,39768421000100,19490436,67093284140
51996293648143,Melina Cavalcanti,39768421000100,19490436,06347298104
17196713201331,Felipe Albuquerque,56792831000106,02513495,64579013875
17196713201331,Felipe Albuquerque,56792831000106,02513495,72356014853
29668820643086,Maria Julia Silva,10495362000154,83131035,05193867448
29668820643086,Maria Julia Silva,10495362000154,83131035,84237195023
93517458842959,Srta. Lívia Costa,74263891000105,33578254,94175608320
93517458842959,Srta. Lívia Costa,74263891000105,33578254,90321647599
13290434621491,Valentina Melo,38724956000109,30381842,89516723446
13290434621491,Valentina Melo,38724956000109,30381842,83924710597
13290434621491,Valentina Melo,38724956000109,30381842,63925780483
13290434621491,Valentina Melo,38724956000109,30381842,95417628085
13290434621491,Valentina Melo,38724956000109,30381842,71492038504
13290434621491,Valentina Melo,38724956000109,30381842,78925014602
47854612877037,Calebe Novais,68374592000145,14171328,43786520135
47854612877037,Calebe Novais,68374592000145,14171328,21469873591
47854612877037,Calebe Novais,68374592000145,14171328,79854302610
77044581988122,Emanuel Souza,02317486000111,86088710,71953642080
77044581988122,Emanuel Souza,02317486000111,86088710,27584169058
77044581988122,Emanuel Souza,02317486000111,86088710,83450916289
11903286075763,Juliana Rios,74581263000178,76632125,87609315230
11903286075763,Juliana Rios,74581263000178,76632125,36842159024
11903286075763,Juliana Rios,74581263000178,76632125,23058497610
39594216635206,Dr. João Miguel Rocha,20865371000143,08004666,67913485264
39594216635206,Dr. João Miguel Rocha,20865371000143,08004666,54621789058
39594216635206,Dr. João Miguel Rocha,20865371000143,08004666,47362859074
91610184028468,Cauê Rios,47235690000121,48947836,51836247044
91610184028468,Cauê Rios,47235690000121,48947836,23049865105
21854630042609,Manuella Pereira,41829635000183,46605945,52419860730
21854630042609,Manuella Pereira,41829635000183,46605945,65418307975
21854630042609,Manuella Pereira,41829635000183,46605945,91064573207
21854630042609,Manuella Pereira,41829635000183,46605945,68324907122
21854630042609,Manuella Pereira,41829635000183,46605945,50469327847
80412828578689,Emilly Lopes,19254806000134,27400654,91470523841
80412828578689,Emilly Lopes,19254806000134,27400654,42516830726
80412828578689,Emilly Lopes,19254806000134,27400654,43751896066
90288778813018,Sra. Maya Albuquerque,94370561000126,73601367,85439167200
90288778813018,Sra. Maya Albuquerque,94370561000126,73601367,24168097501
18056493151119,Pedro Henrique da Rocha,30941658000169,68727941,64901783203
18056493151119,Pedro Henrique da Rocha,30941658000169,68727941,59613842098
18056493151119,Pedro Henrique da Rocha,30941658000169,68727941,72683451008
18056493151119,Pedro Henrique da Rocha,30941658000169,68727941,03298417505
18056493151119,Pedro Henrique da Rocha,30941658000169,68727941,23468091796
42006214649187,Mirella Carvalho,48293705000170,29360684,80345261771
42006214649187,Mirella Carvalho,48293705000170,29360684,31607598221
14722772226493,Levi Costa,92650731000109,65318964,81704659230
14722772226493,Levi Costa,92650731000109,65318964,34256078126
12255987747751,Nicole Dias,12049376000170,00286479,89731056203
12255987747751,Nicole Dias,12049376000170,00286479,95684230792
36691232699092,Isabella Barros,65391072000152,14645423,28934507683
36691232699092,Isabella Barros,65391072000152,14645423,16502849342
77222296336505,José Miguel Nunes,32946578000121,55603524,05172984305
77222296336505,José Miguel Nunes,32946578000121,55603524,83597014232
77222296336505,José Miguel Nunes,32946578000121,55603524,32846015970
75043498335184,Ana Porto,83105967000165,29590058,31607598221
75043498335184,Ana Porto,83105967000165,29590058,31745280626
75043498335184,Ana Porto,83105967000165,29590058,79621843537
75043498335184,Ana Porto,83105967000165,29590058,02678139530
65570217303667,Ana Liz Fonseca,24385076000140,86525981,10524637970
65570217303667,Ana Liz Fonseca,24385076000140,86525981,94873510279
65570217303667,Ana Liz Fonseca,24385076000140,86525981,37491268528
68912244510493,Rael Sá,20543179000130,32217978,79034518205
68912244510493,Rael Sá,20543179000130,32217978,38290415788
68912244510493,Rael Sá,20543179000130,32217978,63870452153
68912244510493,Rael Sá,20543179000130,32217978,69381520712
68912244510493,Rael Sá,20543179000130,32217978,79536284065
68912244510493,Rael Sá,20543179000130,32217978,15690432806
24597341939079,Camila Brito,70839426000119,46282377,42893076556
24597341939079,Camila Brito,70839426000119,46282377,48169257085
24597341939079,Camila Brito,70839426000119,46282377,63071958277
84149186593828,Ágatha Correia,71308954000104,90664968,68934715219
84149186593828,Ágatha Correia,71308954000104,90664968,68205439133
84149186593828,Ágatha Correia,71308954000104,90664968,68293415070
53981307762208,Enzo Gabriel Vieira,43709182000187,60791318,54709638101
53981307762208,Enzo Gabriel Vieira,43709182000187,60791318,26870913404
53981307762208,Enzo Gabriel Vieira,43709182000187,60791318,80397461593
59278951819757,Ana Julia Campos,86254317000170,40371519,95420371804
59278951819757,Ana Julia Campos,86254317000170,40371519,09287345600
61573535591515,Maria Fernanda Carvalho,57136028000178,46227105,83497152005
61573535591515,Maria Fernanda Carvalho,57136028000178,46227105,62793184519
