CODIGO,NOME,DOCUMENTO,CEP,CPF_SOCIO
65762565867578,Yago Pereira,70215694000160,75100295,87342169013
70369832951370,Milena Vieira,15360248000130,78401517,06815973212
70369832951370,Milena Vieira,15360248000130,78401517,14725809314
70369832951370,Milena Vieira,15360248000130,78401517,95467831291
96849996324080,Daniela Barros,26309578000118,22109022,07821956449
96849996324080,Daniela Barros,26309578000118,22109022,23915786446
91274075682542,Davi Miguel Costa,59234780000187,83025098,15639702443
91274075682542,Davi Miguel Costa,59234780000187,83025098,09356714800
91274075682542,Davi Miguel Costa,59234780000187,83025098,52784190676
80602745661771,Leandro Sampaio,70281695000102,42226991,30154789232
80602745661771,Leandro Sampaio,70281695000102,42226991,59768031484
68814539096957,Giovanna Jesus,82490351000192,19187753,78935641057
68814539096957,Giovanna Jesus,82490351000192,19187753,52741098611
68814539096957,Giovanna Jesus,82490351000192,19187753,36415789228
81657840694031,Henry Nogueira,68932714000171,30536331,16429085767
81657840694031,Henry Nogueira,68932714000171,30536331,42306857180
51897862193094,Emilly Albuquerque,97504816000194,13086438,85069732447
51897862193094,Emilly Albuquerque,97504816000194,13086438,42906735892
51897862193094,Emilly Albuquerque,97504816000194,13086438,49310257814
81894005469874,Olívia Cirino,43820156000121,43729101,80192754360
81894005469874,Olívia Cirino,43820156000121,43729101,12685390405
49508402938852,Isabella Albuquerque,51834729000102,17364743,95206741876
49508402938852,Isabella Albuquerque,51834729000102,17364743,96517240306
49508402938852,Isabella Albuquerque,51834729000102,17364743,59820641306
43878791214437,Sarah Pacheco,89327054000170,48860540,18965270359
43878791214437,Sarah Pacheco,89327054000170,48860540,83750216444
43878791214437,Sarah Pacheco,89327054000170,48860540,86509712377
49545013157986,Heloisa Melo,47603825000164,40711959,61420387987
49545013157986,Heloisa Melo,47603825000164,40711959,56428093189
49545013157986,Heloisa Melo,47603825000164,40711959,79360428140
24547603323962,Eduarda da Conceição,87096253000199,10514494,78602154380
24547603323962,Eduarda da Conceição,87096253000199,10514494,15427083626
24547603323962,Eduarda da Conceição,87096253000199,10514494,76429083500
95984665957941,Otto Porto,28503964000171,71189712,45230768126
95984665957941,Otto Porto,28503964000171,71189712,92108573488
83102095764360,Rebeca Ramos,93461287000138,77664505,48209153714
83102095764360,Rebeca Ramos,93461287000138,77664505,36415789228
26662371108924,Sr. Kevin Carvalho,12504738000175,24335863,25196384006
26662371108924,Sr. Kevin Carvalho,12504738000175,24335863,46123805924
26324184437496,Júlia Nogueira,32850671000138,69953131,43219765025
26324184437496,Júlia Nogueira,32850671000138,69953131,08261943542
27113960927782,Leonardo Caldeira,84907352000115,32504814,27539861428
27113960927782,Leonardo Caldeira,84907352000115,32504814,14235960725
35656052240735,Augusto Pereira,78904356000147,06040531,91230468722
35656052240735,Augusto Pereira,78904356000147,06040531,28630975121
54168969995025,Maria Laura da Conceição,48013976000125,89054298,62908134551
54168969995025,Maria Laura da Conceição,48013976000125,89054298,76392810404
30234215425359,Manuela Aragão,86279014000101,11906304,84056379238
30234215425359,Manuela Aragão,86279014000101,11906304,89237051603
30234215425359,Manuela Aragão,86279014000101,11906304,52130768903
10018518578174,Alícia Silva,91620548000190,01259031,27684051326
10018518578174,Alícia Silva,91620548000190,01259031,09612758476
10018518578174,Alícia Silva,91620548000190,01259031,89703415601
64669263248975,Sofia Costela,18956302000101,61426737,35174896209
64669263248975,Sofia Costela,18956302000101,61426737,35809412670
57028141698786,Kevin da Rosa,51273490000130,00502006,51924387050
57028141698786,Kevin da Rosa,51273490000130,00502006,52136748955
39961543503842,Laís Montenegro,96374081000169,61826062,64951270811
39961543503842,Laís Montenegro,96374081000169,61826062,65214830998
39961543503842,Laís Montenegro,96374081000169,61826062,73146580217
98505741455965,Otto Monteiro,57294613000104,16516020,56284190794
98505741455965,Otto Monteiro,57294613000104,16516020,81406527335
39764884484313,Paulo Guerra,43752810000107,54096997,15376028453
39764884484313,Paulo Guerra,43752810000107,54096997,58147396228
64792644510307,Vicente Freitas,78065193000156,26998456,97163804296
64792644510307,Vicente Freitas,78065193000156,26998456,31425079814
57460004818378,Pietro Siqueira,14659328000129,22564151,15869074339
57460004818378,Pietro Siqueira,14659328000129,22564151,46123805924
57460004818378,Pietro Siqueira,14659328000129,22564151,89610752330
64576485510863,Dra. Maysa Machado,29075361000189,35592584,08261943542
64576485510863,Dra. Maysa Machado,29075361000189,35592584,93712568428
64576485510863,Dra. Maysa Machado,29075361000189,35592584,93481250606
33102824179245,Eloá Machado,17908235000189,64163920,15463902860
33102824179245,Eloá Machado,17908235000189,64163920,17609258377
33102824179245,Eloá Machado,17908235000189,64163920,30812564960
60524649572342,Dra. Maria Luiza Sales,95374120000165,79569207,69417385291
60524649572342,Dra. Maria Luiza Sales,95374120000165,79569207,47529081667
47368389583469,Dra. Júlia Freitas,85326917000133,89138228,59817046249
47368389583469,Dra. Júlia Freitas,85326917000133,89138228,06239514799
47368389583469,Dra. Júlia Freitas,85326917000133,89138228,41076298303
45756882625054,Josué Dias,62039154000144,09231267,26708519402
45756882625054,Josué Dias,62039154000144,09231267,89102376512
45756882625054,Josué Dias,62039154000144,09231267,54821367017
74677300613533,Dr. Benjamin Andrade,85312074000116,72159558,16805973457
74677300613533,Dr. Benjamin Andrade,85312074000116,72159558,68509134766
55503907651303,Benjamin Albuquerque,84925163000175,26356002,97423015652
55503907651303,Benjamin Albuquerque,84925163000175,26356002,90467521867
25103487070095,Maria Isis Farias,10756834000185,30162579,85376092429
25103487070095,Maria Isis Farias,10756834000185,30162579,94135678084
25103487070095,Maria Isis Farias,10756834000185,30162579,69385207474
57443693615645,Fernanda Melo,34570162000187,10391217,57930841260
57443693615645,Fernanda Melo,34570162000187,10391217,79103268586
41853554775929,Lucca Borges,52907384000124,11012821,20536849170
41853554775929,Lucca Borges,52907384000124,11012821,84065791294
25597284736761,Dra. Luísa Martins,92531804000135,03088908,86271095402
25597284736761,Dra. Luísa Martins,92531804000135,03088908,27830195404
27643435763729,Maria Flor Ramos,15607239000100,94234926,81673904548
27643435763729,Maria Flor Ramos,15607239000100,94234926,52491607867
27643435763729,Maria Flor Ramos,15607239000100,94234926,39186547291
42891610868331,Vitor Gabriel Nogueira,05317298000181,73414779,02893671586
42891610868331,Vitor Gabriel Nogueira,05317298000181,73414779,18376402978
42891610868331,Vitor Gabriel Nogueira,05317298000181,73414779,25786491030
70612942228261,Vicente Silveira,70356284000139,99516609,87510693420
70612942228261,Vicente Silveira,70356284000139,99516609,60274935856
89862652576277,Asafe Peixoto,34092587000128,25326475,08463729169
89862652576277,Asafe Peixoto,34092587000128,25326475,41076298303
98733745467258,Thomas Pires,76381049000101,90592653,53082674135
98733745467258,Thomas Pires,76381049000101,90592653,04839675210
83151472936414,Dr. João Pedro da Paz,70291465000124,71501791,73846250929
83151472936414,Dr. João Pedro da Paz,70291465000124,71501791,50783194684
69723279586124,Henry Gabriel da Costa,96143058000163,10043301,58190627449
69723279586124,Henry Gabriel da Costa,96143058000163,10043301,94368705157
69723279586124,Henry Gabriel da Costa,96143058000163,10043301,61307895484
35034952121497,Catarina Gomes,67039845000161,75108007,38462950198
35034952121497,Catarina Gomes,67039845000161,75108007,65410923898
35034952121497,Catarina Gomes,67039845000161,75108007,10629437599
11047049084348,João Lucas Cavalcanti,18369240000123,09208368,73850426947
11047049084348,João Lucas Cavalcanti,18369240000123,09208368,87254069300
11047049084348,João Lucas Cavalcanti,18369240000123,09208368,17248653900
68494479784593,Sr. Noah Farias,17432906000188,05007690,24195867355
68494479784593,Sr. Noah Farias,17432906000188,05007690,34208967510
47946464540016,Laís Siqueira,96047235000108,46323335,74102653880
47946464540016,Laís Siqueira,96047235000108,46323335,71598426346
47946464540016,Laís Siqueira,96047235000108,46323335,46952370838
21808371391352,Dr. Benjamim Caldeira,70138694000103,59327269,50973412879
21808371391352,Dr. Benjamim Caldeira,70138694000103,59327269,82169430598
72929285374904,Emanuel Rios,93820746000122,01090760,36594107216
72929285374904,Emanuel Rios,93820746000122,01090760,76530418253
72929285374904,Emanuel Rios,93820746000122,01090760,24061985370
61802362395905,Sr. Luiz Otávio Vasconcelos,34728509000177,44027780,96130724543
61802362395905,Sr. Luiz Otávio Vasconcelos,34728509000177,44027780,71392648564
38873850620515,Maysa Garcia,38604512000130,21663891,87652109302
38873850620515,Maysa Garcia,38604512000130,21663891,86412053735
38873850620515,Maysa Garcia,38604512000130,21663891,56901427867
33156766034305,Emilly Aparecida,95801237000188,41451490,71630982431
33156766034305,Emilly Aparecida,95801237000188,41451490,23189045704
33156766034305,Emilly Aparecida,95801237000188,41451490,94851673000
40603488138080,Pedro Henrique Viana,96823751000187,40032616,42183057904
40603488138080,Pedro Henrique Viana,96823751000187,40032616,96130724543
40603488138080,Pedro Henrique Viana,96823751000187,40032616,75412839088
91400501552196,Sr. Bryan Vasconcelos,59687241000101,11996071,51807439666
91400501552196,Sr. Bryan Vasconcelos,59687241000101,11996071,82319605460
99949055860473,Carolina Souza,28093751000119,99088778,31425079814
99949055860473,Carolina Souza,28093751000119,99088778,35817294079
21032266381743,Ana da Paz,78439150000193,92484588,75490821388
21032266381743,Ana da Paz,78439150000193,92484588,83462950738
21032266381743,Ana da Paz,78439150000193,92484588,95143860784
51087085039672,Larissa Novaes,28549031000115,97725468,35174896209
51087085039672,Larissa Novaes,28549031000115,97725468,65401372906
54796112062584,Carlos Eduardo Dias,27945306000177,67571495,43791508601
54796112062584,Carlos Eduardo Dias,27945306000177,67571495,57132048988
54796112062584,Carlos Eduardo Dias,27945306000177,67571495,01739825497
22809859953033,Sr. Nathan Marques,26794583000163,09460037,06491372804
22809859953033,Sr. Nathan Marques,26794583000163,09460037,76295081312
41121062449609,Pedro Vargas,47523096000136,53567783,84071253690
41121062449609,Pedro Vargas,47523096000136,53567783,90743621506
41121062449609,Pedro Vargas,47523096000136,53567783,50417389639
91533328755050,Maria Luiza Brito,82413509000120,81034398,47018692520
91533328755050,Maria Luiza Brito,82413509000120,81034398,91325074888
81735412794700,Sofia da Mata,92076348000180,25303645,68941072549
81735412794700,Sofia da Mata,92076348000180,25303645,58419763209
81735412794700,Sofia da Mata,92076348000180,25303645,65184027920
23985168081081,Nicole Albuquerque,63921874000100,36429500,28504617335
23985168081081,Nicole Albuquerque,63921874000100,36429500,54728906329
23985168081081,Nicole Albuquerque,63921874000100,36429500,18206395768
44528625008691,Gustavo Henrique Pacheco,49827510000126,83231213,73650214890
44528625008691,Gustavo Henrique Pacheco,49827510000126,83231213,65489327065
44528625008691,Gustavo Henrique Pacheco,49827510000126,83231213,21690754885
82777393456308,Lucas Farias,45936128000108,64698072,47508162994
82777393456308,Lucas Farias,45936128000108,64698072,50823149633
82777393456308,Lucas Farias,45936128000108,64698072,90467521867
29494022361738,Hellena da Rosa,37059412000107,33127165,65401372906
29494022361738,Hellena da Rosa,37059412000107,33127165,39762051840
29494022361738,Hellena da Rosa,37059412000107,33127165,97804361203
37033107511413,Daniel Fogaça,92765304000168,44449355,83150726417
37033107511413,Daniel Fogaça,92765304000168,44449355,05873429197
37033107511413,Daniel Fogaça,92765304000168,44449355,15408327671
45297670959540,Raul Duarte,97036582000106,48267336,58602179359
45297670959540,Raul Duarte,97036582000106,48267336,84615793057
45297670959540,Raul Duarte,97036582000106,48267336,42618907396
87500361774324,Sr. Rael Leão,54091326000109,83267221,38915702603
87500361774324,Sr. Rael Leão,54091326000109,83267221,26045973143
87500361774324,Sr. Rael Leão,54091326000109,83267221,90132784505
45968289941748,Sr. Liam Cavalcante,63058429000150,02275688,87520316912
45968289941748,Sr. Liam Cavalcante,63058429000150,02275688,06531497866
45968289941748,Sr. Liam Cavalcante,63058429000150,02275688,49608521351
82237234213311,Aurora Viana,76419083000110,24413640,89731046593
82237234213311,Aurora Viana,76419083000110,24413640,90418236542
24176269605913,Sr. Ryan Almeida,97413625000117,43665856,98704213505
24176269605913,Sr. Ryan Almeida,97413625000117,43665856,02875914685
24176269605913,Sr. Ryan Almeida,97413625000117,43665856,83249057150
95126166417355,Dom Silva,36954718000164,51289010,37518962446
95126166417355,Dom Silva,36954718000164,51289010,79584206176
95126166417355,Dom Silva,36954718000164,51289010,31624807950
54365101996315,Nicole Pires,98435067000153,57679009,59071463206
54365101996315,Nicole Pires,98435067000153,57679009,98273150640
45876671985067,Rael Ramos,01892463000178,88727682,82167590377
45876671985067,Rael Ramos,01892463000178,88727682,78602934122
69528571726034,Letícia Fonseca,20798654000110,44225275,62134859709
69528571726034,Letícia Fonseca,20798654000110,44225275,27103896496
69528571726034,Letícia Fonseca,20798654000110,44225275,02893671586
80306676214155,Dr. Ryan Pimenta,71823490000174,32293366,69780425365
80306676214155,Dr. Ryan Pimenta,71823490000174,32293366,94728653137
80306676214155,Dr. Ryan Pimenta,71823490000174,32293366,82167590377
60134728645969,Maria Sophia Cardoso,68043529000126,52012002,54327806900
60134728645969,Maria Sophia Cardoso,68043529000126,52012002,09356714800
60134728645969,Maria Sophia Cardoso,68043529000126,52012002,91452073805
78444420992768,Emilly Borges,92863510000100,91467394,21079685359
78444420992768,Emilly Borges,92863510000100,91467394,30178254690
78444420992768,Emilly Borges,92863510000100,91467394,87342169013
73841408740439,Luigi Fernandes,98753120000164,21193075,27016943534
73841408740439,Luigi Fernandes,98753120000164,21193075,84615793057
73841408740439,Luigi Fernandes,98753120000164,21193075,79816543273
14300249272311,Nicolas da Rocha,81352940000141,06557423,20817563903
14300249272311,Nicolas da Rocha,81352940000141,06557423,61492057894
14300249272311,Nicolas da Rocha,81352940000141,06557423,54763280171
50111933859431,Dra. Stephany Peixoto,98510732000126,41470809,03624571826
50111933859431,Dra. Stephany Peixoto,98510732000126,41470809,60397814593
97868240094992,Sra. Luara Mendonça,06841372000127,44752105,19853062470
97868240094992,Sra. Luara Mendonça,06841372000127,44752105,29140386740
97868240094992,Sra. Luara Mendonça,06841372000127,44752105,07412835904
10961710922162,Maria Helena Cirino,30518967000120,68228195,96045731280
10961710922162,Maria Helena Cirino,30518967000120,68228195,27569810368
34480689874394,José Miguel Lopes,68540379000166,16214255,73124895673
34480689874394,José Miguel Lopes,68540379000166,16214255,12938745664
88300294757352,Gabriel Silva,86201473000172,79756971,31982057432
88300294757352,Gabriel Silva,86201473000172,79756971,05189746267
71477139265700,Arthur Miguel Marques,95816430000192,83433837,24567819020
71477139265700,Arthur Miguel Marques,95816430000192,83433837,71529346819
90598862590607,Kamilly Costa,47810569000186,04044905,54102679316
90598862590607,Kamilly Costa,47810569000186,04044905,60192745867
90598862590607,Kamilly Costa,47810569000186,04044905,21806735903
19174099661886,Srta. Maria Freitas,39846205000128,65446357,94780163501
19174099661886,Srta. Maria Freitas,39846205000128,65446357,28054691351
19174099661886,Srta. Maria Freitas,39846205000128,65446357,01428395660
83564349945423,Vitória Sampaio,98145672000190,61000427,94135702805
83564349945423,Vitória Sampaio,98145672000190,61000427,69801547375
53415798179845,Dra. Julia Pires,62137548000135,45425309,67082451911
53415798179845,Dra. Julia Pires,62137548000135,45425309,52841796094
53415798179845,Dra. Julia Pires,62137548000135,45425309,90643278150
37391345814490,Luísa Nascimento,84153209000185,80159958,95206741876
37391345814490,Luísa Nascimento,84153209000185,80159958,06793815466
47583987680041,Emanuel da Luz,10369582000131,20462691,38029156405
47583987680041,Emanuel da Luz,10369582000131,20462691,75234861937
40710431237353,Mateus Souza,20847391000191,27880186,39546870110
40710431237353,Mateus Souza,20847391000191,27880186,87342169013
40710431237353,Mateus Souza,20847391000191,27880186,85314692015
65946046710175,Francisco da Paz,98076235000161,11604553,63728041580
65946046710175,Francisco da Paz,98076235000161,11604553,30176852417
20136672633589,Mirella Lopes,21657039000156,46105651,68579421020
20136672633589,Mirella Lopes,21657039000156,46105651,51960783475
20136672633589,Mirella Lopes,21657039000156,46105651,12938745664
58756782944670,Julia das Neves,47865213000140,13980125,82769431528
58756782944670,Julia das Neves,47865213000140,13980125,54102679316
58756782944670,Julia das Neves,47865213000140,13980125,90643278150
60252131332984,Bella Carvalho,97483562000175,63187021,97150634206
60252131332984,Bella Carvalho,97483562000175,63187021,89031475610
84870656655382,Matteo Silveira,37401926000107,85782395,25406831933
84870656655382,Matteo Silveira,37401926000107,85782395,60524398747
84870656655382,Matteo Silveira,37401926000107,85782395,28156930460
16321332474358,Isadora da Mata,67849021000157,58186168,32489157060
16321332474358,Isadora da Mata,67849021000157,58186168,71250869420
16321332474358,Isadora da Mata,67849021000157,58186168,58903672429
60364779462223,Gustavo Ribeiro,08192354000197,46085950,73420815905
60364779462223,Gustavo Ribeiro,08192354000197,46085950,21340598779
60364779462223,Gustavo Ribeiro,08192354000197,46085950,60487519230
42212082861324,Henry Leão,57182369000180,74200122,12308645717
42212082861324,Henry Leão,57182369000180,74200122,53928640151
37202099420224,Daniela Carvalho,64105372000165,60408749,56284190794
37202099420224,Daniela Carvalho,64105372000165,60408749,65302894106
37202099420224,Daniela Carvalho,64105372000165,60408749,49732586010
91215296145079,Antonella Cirino,71349865000106,38184865,63815702968
91215296145079,Antonella Cirino,71349865000106,38184865,09184623713
75743267784947,Dr. Cauê da Paz,98502713000158,34615904,37041598241
75743267784947,Dr. Cauê da Paz,98502713000158,34615904,34891570601
75743267784947,Dr. Cauê da Paz,98502713000158,34615904,79230845132
99349541844390,Ravi Lucca Brito,51762084000131,71649990,01542698324
99349541844390,Ravi Lucca Brito,51762084000131,71649990,92708156411
57257981128381,Sr. Thomas Pereira,39617824000140,34816097,30812564960
57257981128381,Sr. Thomas Pereira,39617824000140,34816097,29140386740
20204851749901,Kaique Moura,62150948000180,32057130,61207483931
20204851749901,Kaique Moura,62150948000180,32057130,16805973457
77957637583827,Emanuella da Cunha,49805736000126,37814472,15732649891
77957637583827,Emanuella da Cunha,49805736000126,37814472,02863549189
77957637583827,Emanuella da Cunha,49805736000126,37814472,39587246047
76762523759025,Dra. Letícia Moura,21895407000102,99676465,45382609160
76762523759025,Dra. Letícia Moura,21895407000102,99676465,27684051326
30043824520363,Maria Alice Silveira,12508796000177,74578721,61953027830
30043824520363,Maria Alice Silveira,12508796000177,74578721,81502437988
33594178195622,Ana Lívia Correia,76209153000105,84879388,71985602377
33594178195622,Ana Lívia Correia,76209153000105,84879388,42093657856
37427742021995,Dr. Miguel Lopes,75290148000107,08075746,62831709431
37427742021995,Dr. Miguel Lopes,75290148000107,08075746,24385976155
37427742021995,Dr. Miguel Lopes,75290148000107,08075746,91375260812
98835381538123,Sr. Asafe Albuquerque,26507183000120,51545059,15467083910
98835381538123,Sr. Asafe Albuquerque,26507183000120,51545059,10753829479
98835381538123,Sr. Asafe Albuquerque,26507183000120,51545059,79350248123
45999309326906,Vinícius Ramos,76491823000129,25988942,79528346146
45999309326906,Vinícius Ramos,76491823000129,25988942,30284967122
11474249452893,Leonardo Cassiano,47318569000163,77525178,94368705157
11474249452893,Leonardo Cassiano,47318569000163,77525178,28054691351
11474249452893,Leonardo Cassiano,47318569000163,77525178,65981072458
97423336465865,Sr. Ravi Silva,19402378000140,95024127,28734690565
97423336465865,Sr. Ravi Silva,19402378000140,95024127,87510693420
49831964576263,Sra. Maria Laura Moura,86034512000194,64218355,30149586205
49831964576263,Sra. Maria Laura Moura,86034512000194,64218355,31895406757
49831964576263,Sra. Maria Laura Moura,86034512000194,64218355,72180593414
13996912070170,Caroline Barros,62543879000175,87290355,17302648590
13996912070170,Caroline Barros,62543879000175,87290355,76429083500
13996912070170,Caroline Barros,62543879000175,87290355,82769431528
21051248026833,Bianca Marques,13957082000109,55192824,52784190676
21051248026833,Bianca Marques,13957082000109,55192824,95206741876
54490534312550,Matheus Novaes,52173489000105,38964206,76298314040
54490534312550,Matheus Novaes,52173489000105,38964206,75263914016
54490534312550,Matheus Novaes,52173489000105,38964206,08127643904
61739640182471,Laís Cavalcante,42180357000149,82355475,78320459141
61739640182471,Laís Cavalcante,42180357000149,82355475,23596871077
56854140159325,Dr. Kaique Fogaça,04269815000121,99994949,25736098121
56854140159325,Dr. Kaique Fogaça,04269815000121,99994949,41076298303
56854140159325,Dr. Kaique Fogaça,04269815000121,99994949,32946785092
34643494145669,Luiz Gustavo Silva,87016423000188,32186349,26813957473
34643494145669,Luiz Gustavo Silva,87016423000188,32186349,41706953216
18141120557837,Amanda Sá,83710625000174,26303081,26389410778
18141120557837,Amanda Sá,83710625000174,26303081,91643275070
32355771741818,Anthony Gabriel Rodrigues,25964138000131,89166414,10389425788
32355771741818,Anthony Gabriel Rodrigues,25964138000131,89166414,41398506206
32355771741818,Anthony Gabriel Rodrigues,25964138000131,89166414,49672510802
69316199859271,Clarice Gomes,69720381000180,72679632,18679405310
69316199859271,Clarice Gomes,69720381000180,72679632,70182695476
69316199859271,Clarice Gomes,69720381000180,72679632,28064917549
22604778606719,Sra. Bárbara Dias,58293147000105,54126855,84209573647
22604778606719,Sra. Bárbara Dias,58293147000105,54126855,63148729013
22604778606719,Sra. Bárbara Dias,58293147000105,54126855,12350497879
59140930814875,Asafe Peixoto,09843172000100,03930710,60189425342
59140930814875,Asafe Peixoto,09843172000100,03930710,31084956748
59140930814875,Asafe Peixoto,09843172000100,03930710,25406831933
94675878075515,Benicio Gomes,12068543000120,45243126,76295043810
94675878075515,Benicio Gomes,12068543000120,45243126,56302847117
97690932522352,Yan Peixoto,75894630000156,47368453,82953701621
97690932522352,Yan Peixoto,75894630000156,47368453,68140973548
65657640900024,Sr. Thales Garcia,63982175000161,15869105,41237950643
65657640900024,Sr. Thales Garcia,63982175000161,15869105,20196584370
51469201670569,Otto Costa,79264503000124,80374647,23860947150
51469201670569,Otto Costa,79264503000124,80374647,56437980184
63933938214384,Leandro Costa,20174395000156,89410451,04539862774
63933938214384,Leandro Costa,20174395000156,89410451,73142659846
66528056019602,Valentim Costa,09617425000119,90303101,68157293464
66528056019602,Valentim Costa,09617425000119,90303101,47351602808
66528056019602,Valentim Costa,09617425000119,90303101,07592643847
57747072775333,Lunna Nunes,86047319000198,73557805,71420638904
57747072775333,Lunna Nunes,86047319000198,73557805,96230471507
36288997258652,Sabrina Sales,51864203000167,72671151,48562790338
36288997258652,Sabrina Sales,51864203000167,72671151,60274935856
56956444529516,Stella Vargas,64021975000189,29226750,36905428124
56956444529516,Stella Vargas,64021975000189,29226750,15892304779
56956444529516,Stella Vargas,64021975000189,29226750,54397618020
49790348485023,Léo Pinto,38509176000146,31348528,60825349729
49790348485023,Léo Pinto,38509176000146,31348528,24689075158
14638151534824,Maria Alice Barros,90425378000120,77365357,80964321505
14638151534824,Maria Alice Barros,90425378000120,77365357,31429057661
14638151534824,Maria Alice Barros,90425378000120,77365357,96045731280
86688757693155,Eloá Nogueira,07284915000115,70627746,25706149399
86688757693155,Eloá Nogueira,07284915000115,70627746,36905428124
81378199835288,Pedro Lucas Montenegro,92718540000123,82346546,57930841260
81378199835288,Pedro Lucas Montenegro,92718540000123,82346546,23079861540
81378199835288,Pedro Lucas Montenegro,92718540000123,82346546,74256890300
56094448996703,Nina Ramos,04513682000197,40832786,96248075310
56094448996703,Nina Ramos,04513682000197,40832786,23105874607
80170079822073,Sr. Gustavo Henrique Machado,08239567000127,18526879,27843069500
80170079822073,Sr. Gustavo Henrique Machado,08239567000127,18526879,54032697116
96564690965895,Pedro Henrique Macedo,65418027000144,99921092,73512894682
96564690965895,Pedro Henrique Macedo,65418027000144,99921092,78053291686
81274923087323,Sr. Raul Teixeira,09852413000179,17503722,49817502341
81274923087323,Sr. Raul Teixeira,09852413000179,17503722,95206741876
12058663929713,Benicio Gonçalves,05698743000109,68982535,56783901203
12058663929713,Benicio Gonçalves,05698743000109,68982535,79460821340
21157358787761,Leonardo Peixoto,40763928000142,53542304,45269018306
21157358787761,Leonardo Peixoto,40763928000142,53542304,97630248547
21157358787761,Leonardo Peixoto,40763928000142,53542304,38590126730
71584826771369,Gustavo Castro,13867049000198,06559352,78401653975
71584826771369,Gustavo Castro,13867049000198,06559352,84702961594
39297552471074,Sra. Maria Eduarda Sales,59408613000105,25590868,91643275070
39297552471074,Sra. Maria Eduarda Sales,59408613000105,25590868,32809157677
39297552471074,Sra. Maria Eduarda Sales,59408613000105,25590868,16708924501
64257665730076,Srta. Bianca Rezende,53179062000179,35453097,29506473161
64257665730076,Srta. Bianca Rezende,53179062000179,35453097,63590248106
64257665730076,Srta. Bianca Rezende,53179062000179,35453097,46952370838
45901933245783,Ravy Farias,65832497000150,72370987,86012957386
45901933245783,Ravy Farias,65832497000150,72370987,41672059801
45901933245783,Ravy Farias,65832497000150,72370987,82305946198
61866259661655,Dra. Maria Caldeira,87513642000172,78087526,42301956725
61866259661655,Dra. Maria Caldeira,87513642000172,78087526,16429085767
63097268880989,Alice Lima,80542639000138,48410938,97540268310
63097268880989,Alice Lima,80542639000138,48410938,15974362080
47933357357154,Lucca Costa,96183025000147,68203684,49618032787
47933357357154,Lucca Costa,96183025000147,68203684,47982106331
71895934360957,João Felipe Pimenta,14307682000194,43031237,70835621995
71895934360957,João Felipe Pimenta,14307682000194,43031237,14827390541
71895934360957,João Felipe Pimenta,14307682000194,43031237,92708156411
74156215038666,Luiz Henrique da Rosa,52830697000121,36458424,89037541232
74156215038666,Luiz Henrique da Rosa,52830697000121,36458424,60397814593
33102896682827,Júlia Melo,87926051000127,65344462,35261784026
33102896682827,Júlia Melo,87926051000127,65344462,52130768903
33102896682827,Júlia Melo,87926051000127,65344462,94263170822
41401396316302,Isabelly Mendes,46358920000187,09474040,28064917549
41401396316302,Isabelly Mendes,46358920000187,09474040,95206741876
41401396316302,Isabelly Mendes,46358920000187,09474040,96517240306
40867622995114,Júlia Jesus,64918057000157,69399938,89015432651
40867622995114,Júlia Jesus,64918057000157,69399938,75846921337
66909418864433,Renan Pires,80961274000186,10485226,03521469824
